Id,Weekly_Sales
1_3_2012-12-21,2000
1_3_2012-12-28,2000
1_3_2013-01-04,2000
1_3_2013-01-11,2000
1_3_2013-01-18,2000
1_3_2013-01-25,2000
1_3_2013-02-01,2000
1_3_2013-02-08,2000
1_3_2013-02-15,2000
1_3_2013-02-22,2000
1_3_2013-03-01,2000
1_3_2013-03-08,2000
1_3_2013-03-15,2000
1_3_2013-03-22,2000
1_3_2013-03-29,2000
1_3_2013-04-05,2000
1_3_2013-04-12,2000
1_3_2013-04-19,2000
1_3_2013-04-26,2000
1_3_2013-05-03,2000
1_3_2013-05-10,2000
1_3_2013-05-17,2000
1_3_2013-05-24,2000
1_3_2013-05-31,2000
1_3_2013-06-07,2000
1_3_2013-06-14,2000
1_3_2013-06-21,2000
1_3_2013-06-28,2000
1_3_2013-07-05,2000
1_3_2013-07-12,2000
1_3_2013-07-19,2000
1_3_2013-07-26,2000
1_4_2012-11-02,2000
1_4_2012-11-09,2000
1_4_2012-11-16,2000
1_4_2012-11-23,2000
1_4_2012-11-30,2000
1_4_2012-12-07,2000
1_4_2012-12-14,2000
1_4_2012-12-21,2000
1_4_2012-12-28,2000
1_4_2013-01-04,2000
1_4_2013-01-11,2000
1_4_2013-01-18,2000
1_4_2013-01-25,2000
1_4_2013-02-01,2000
1_4_2013-02-08,2000
1_4_2013-02-15,2000
1_4_2013-02-22,2000
1_4_2013-03-01,2000
1_4_2013-03-08,2000
1_4_2013-03-15,2000
1_4_2013-03-22,2000
1_4_2013-03-29,2000
1_4_2013-04-05,2000
1_4_2013-04-12,2000
1_4_2013-04-19,2000
1_4_2013-04-26,2000
1_4_2013-05-03,2000
1_4_2013-05-10,2000
1_4_2013-05-17,2000
1_4_2013-05-24,2000
1_4_2013-05-31,2000
1_4_2013-06-07,2000
1_4_2013-06-14,2000
1_4_2013-06-21,2000
1_4_2013-06-28,2000
1_4_2013-07-05,2000
1_4_2013-07-12,2000
1_4_2013-07-19,2000
1_4_2013-07-26,2000
1_5_2012-11-02,2000
1_5_2012-11-09,2000
1_5_2012-11-16,2000
1_5_2012-11-23,2000
1_5_2012-11-30,2000
1_5_2012-12-07,2000
1_5_2012-12-14,2000
1_5_2012-12-21,2000
1_5_2012-12-28,2000
1_5_2013-01-04,2000
1_5_2013-01-11,2000
1_5_2013-01-18,2000
1_5_2013-01-25,2000
1_5_2013-02-01,2000
1_5_2013-02-08,2000
1_5_2013-02-15,2000
1_5_2013-02-22,2000
1_5_2013-03-01,2000
1_5_2013-03-08,2000
1_5_2013-03-15,2000
1_5_2013-03-22,2000
1_5_2013-03-29,2000
1_5_2013-04-05,2000
1_5_2013-04-12,2000
1_5_2013-04-19,2000
1_5_2013-04-26,2000
1_5_2013-05-03,2000
1_5_2013-05-10,2000
1_5_2013-05-17,2000
1_5_2013-05-24,2000
1_5_2013-05-31,2000
1_5_2013-06-07,2000
1_5_2013-06-14,2000
1_5_2013-06-21,2000
1_5_2013-06-28,2000
1_5_2013-07-05,2000
1_5_2013-07-12,2000
1_5_2013-07-19,2000
1_5_2013-07-26,2000
1_6_2012-11-02,2000
1_6_2012-11-09,2000
1_6_2012-11-16,2000
1_6_2012-11-23,2000
1_6_2012-11-30,2000
1_6_2012-12-07,2000
1_6_2012-12-14,2000
1_6_2012-12-21,2000
1_6_2012-12-28,2000
1_6_2013-01-04,2000
1_6_2013-01-11,2000
1_6_2013-01-18,2000
1_6_2013-01-25,2000
1_6_2013-02-01,2000
1_6_2013-02-08,2000
1_6_2013-02-15,2000
1_6_2013-02-22,2000
1_6_2013-03-01,2000
1_6_2013-03-08,2000
1_6_2013-03-15,2000
1_6_2013-03-22,2000
1_6_2013-03-29,2000
1_6_2013-04-05,2000
1_6_2013-04-12,2000
1_6_2013-04-19,2000
1_6_2013-04-26,2000
1_6_2013-05-03,2000
1_6_2013-05-10,2000
1_6_2013-05-17,2000
1_6_2013-05-24,2000
1_6_2013-05-31,2000
1_6_2013-06-07,2000
1_6_2013-06-14,2000
1_6_2013-06-21,2000
1_6_2013-06-28,2000
1_6_2013-07-05,2000
1_6_2013-07-12,2000
1_6_2013-07-19,2000
1_6_2013-07-26,2000
1_7_2012-11-02,2000
1_7_2012-11-09,2000
1_7_2012-11-16,2000
1_7_2012-11-23,2000
1_7_2012-11-30,2000
1_7_2012-12-07,2000
1_7_2012-12-14,2000
1_7_2012-12-21,2000
1_7_2012-12-28,2000
1_7_2013-01-04,2000
1_7_2013-01-11,2000
1_7_2013-01-18,2000
1_7_2013-01-25,2000
1_7_2013-02-01,2000
1_7_2013-02-08,2000
1_7_2013-02-15,2000
1_7_2013-02-22,2000
1_7_2013-03-01,2000
1_7_2013-03-08,2000
1_7_2013-03-15,2000
1_7_2013-03-22,2000
1_7_2013-03-29,2000
1_7_2013-04-05,2000
1_7_2013-04-12,2000
1_7_2013-04-19,2000
1_7_2013-04-26,2000
1_7_2013-05-03,2000
1_7_2013-05-10,2000
1_7_2013-05-17,2000
1_7_2013-05-24,2000
1_7_2013-05-31,2000
1_7_2013-06-07,2000
1_7_2013-06-14,2000
1_7_2013-06-21,2000
1_7_2013-06-28,2000
1_7_2013-07-05,2000
1_7_2013-07-12,2000
1_7_2013-07-19,2000
1_7_2013-07-26,2000
1_8_2012-11-02,2000
1_8_2012-11-09,2000
1_8_2012-11-16,2000
1_8_2012-11-23,2000
1_8_2012-11-30,2000
1_8_2012-12-07,2000
1_8_2012-12-14,2000
1_8_2012-12-21,2000
1_8_2012-12-28,2000
1_8_2013-01-04,2000
1_8_2013-01-11,2000
1_8_2013-01-18,2000
1_8_2013-01-25,2000
1_8_2013-02-01,2000
1_8_2013-02-08,2000
1_8_2013-02-15,2000
1_8_2013-02-22,2000
1_8_2013-03-01,2000
1_8_2013-03-08,2000
1_8_2013-03-15,2000
1_8_2013-03-22,2000
1_8_2013-03-29,2000
1_8_2013-04-05,2000
1_8_2013-04-12,2000
1_8_2013-04-19,2000
1_8_2013-04-26,2000
1_8_2013-05-03,2000
1_8_2013-05-10,2000
1_8_2013-05-17,2000
1_8_2013-05-24,2000
1_8_2013-05-31,2000
1_8_2013-06-07,2000
1_8_2013-06-14,2000
1_8_2013-06-21,2000
1_8_2013-06-28,2000
1_8_2013-07-05,2000
1_8_2013-07-12,2000
1_8_2013-07-19,2000
1_8_2013-07-26,2000
1_9_2012-11-02,2000
1_9_2012-11-09,2000
1_9_2012-11-16,2000
1_9_2012-11-23,2000
1_9_2012-11-30,2000
1_9_2012-12-07,2000
1_9_2012-12-14,2000
1_9_2012-12-21,2000
1_9_2012-12-28,2000
1_9_2013-01-04,2000
1_9_2013-01-11,2000
1_9_2013-01-18,2000
1_9_2013-01-25,2000
1_9_2013-02-01,2000
1_9_2013-02-08,2000
1_9_2013-02-15,2000
1_9_2013-02-22,2000
1_9_2013-03-01,2000
1_9_2013-03-08,2000
1_9_2013-03-15,2000
1_9_2013-03-22,2000
1_9_2013-03-29,2000
1_9_2013-04-05,2000
1_9_2013-04-12,2000
1_9_2013-04-19,2000
1_9_2013-04-26,2000
1_9_2013-05-03,2000
1_9_2013-05-10,2000
1_9_2013-05-17,2000
1_9_2013-05-24,2000
1_9_2013-05-31,2000
1_9_2013-06-07,2000
1_9_2013-06-14,2000
1_9_2013-06-21,2000
1_9_2013-06-28,2000
1_9_2013-07-05,2000
1_9_2013-07-12,2000
1_9_2013-07-19,2000
1_9_2013-07-26,2000
1_10_2012-11-02,2000
1_10_2012-11-09,2000
1_10_2012-11-16,2000
1_10_2012-11-23,2000
1_10_2012-11-30,2000
1_10_2012-12-07,2000
1_10_2012-12-14,2000
1_10_2012-12-21,2000
1_10_2012-12-28,2000
1_10_2013-01-04,2000
1_10_2013-01-11,2000
1_10_2013-01-18,2000
1_10_2013-01-25,2000
1_10_2013-02-01,2000
1_10_2013-02-08,2000
1_10_2013-02-15,2000
1_10_2013-02-22,2000
1_10_2013-03-01,2000
1_10_2013-03-08,2000
1_10_2013-03-15,2000
1_10_2013-03-22,2000
1_10_2013-03-29,2000
1_10_2013-04-05,2000
1_10_2013-04-12,2000
1_10_2013-04-19,2000
1_10_2013-04-26,2000
1_10_2013-05-03,2000
1_10_2013-05-10,2000
1_10_2013-05-17,2000
1_10_2013-05-24,2000
1_10_2013-05-31,2000
1_10_2013-06-07,2000
1_10_2013-06-14,2000
1_10_2013-06-21,2000
1_10_2013-06-28,2000
1_10_2013-07-05,2000
1_10_2013-07-12,2000
1_10_2013-07-19,2000
1_10_2013-07-26,2000
1_11_2012-11-02,2000
1_11_2012-11-09,2000
1_11_2012-11-16,2000
1_11_2012-11-23,2000
1_11_2012-11-30,2000
1_11_2012-12-07,2000
1_11_2012-12-14,2000
1_11_2012-12-21,2000
1_11_2012-12-28,2000
1_11_2013-01-04,2000
1_11_2013-01-11,2000
1_11_2013-01-18,2000
1_11_2013-01-25,2000
1_11_2013-02-01,2000
1_11_2013-02-08,2000
1_11_2013-02-15,2000
1_11_2013-02-22,2000
1_11_2013-03-01,2000
1_11_2013-03-08,2000
1_11_2013-03-15,2000
1_11_2013-03-22,2000
1_11_2013-03-29,2000
1_11_2013-04-05,2000
1_11_2013-04-12,2000
1_11_2013-04-19,2000
1_11_2013-04-26,2000
1_11_2013-05-03,2000
1_11_2013-05-10,2000
1_11_2013-05-17,2000
1_11_2013-05-24,2000
1_11_2013-05-31,2000
1_11_2013-06-07,2000
1_11_2013-06-14,2000
1_11_2013-06-21,2000
1_11_2013-06-28,2000
1_11_2013-07-05,2000
1_11_2013-07-12,2000
1_11_2013-07-19,2000
1_11_2013-07-26,2000
1_12_2012-11-02,2000
1_12_2012-11-09,2000
1_12_2012-11-16,2000
1_12_2012-11-23,2000
1_12_2012-11-30,2000
1_12_2012-12-07,2000
1_12_2012-12-14,2000
1_12_2012-12-21,2000
1_12_2012-12-28,2000
1_12_2013-01-04,2000
1_12_2013-01-11,2000
1_12_2013-01-18,2000
1_12_2013-01-25,2000
1_12_2013-02-01,2000
1_12_2013-02-08,2000
1_12_2013-02-15,2000
1_12_2013-02-22,2000
1_12_2013-03-01,2000
1_12_2013-03-08,2000
1_12_2013-03-15,2000
1_12_2013-03-22,2000
1_12_2013-03-29,2000
1_12_2013-04-05,2000
1_12_2013-04-12,2000
1_12_2013-04-19,2000
1_12_2013-04-26,2000
1_12_2013-05-03,2000
1_12_2013-05-10,2000
1_12_2013-05-17,2000
1_12_2013-05-24,2000
1_12_2013-05-31,2000
1_12_2013-06-07,2000
1_12_2013-06-14,2000
1_12_2013-06-21,2000
1_12_2013-06-28,2000
1_12_2013-07-05,2000
1_12_2013-07-12,2000
1_12_2013-07-19,2000
1_12_2013-07-26,2000
1_13_2012-11-02,2000
1_13_2012-11-09,2000
1_13_2012-11-16,2000
1_13_2012-11-23,2000
1_13_2012-11-30,2000
1_13_2012-12-07,2000
1_13_2012-12-14,2000
1_13_2012-12-21,2000
1_13_2012-12-28,2000
1_13_2013-01-04,2000
1_13_2013-01-11,2000
1_13_2013-01-18,2000
1_13_2013-01-25,2000
1_13_2013-02-01,2000
1_13_2013-02-08,2000
1_13_2013-02-15,2000
1_13_2013-02-22,2000
1_13_2013-03-01,2000
1_13_2013-03-08,2000
1_13_2013-03-15,2000
1_13_2013-03-22,2000
1_13_2013-03-29,2000
1_13_2013-04-05,2000
1_13_2013-04-12,2000
1_13_2013-04-19,2000
1_13_2013-04-26,2000
1_13_2013-05-03,2000
1_13_2013-05-10,2000
1_13_2013-05-17,2000
1_13_2013-05-24,2000
1_13_2013-05-31,2000
1_13_2013-06-07,2000
1_13_2013-06-14,2000
1_13_2013-06-21,2000
1_13_2013-06-28,2000
1_13_2013-07-05,2000
1_13_2013-07-12,2000
1_13_2013-07-19,2000
1_13_2013-07-26,2000
1_14_2012-11-02,2000
1_14_2012-11-09,2000
1_14_2012-11-16,2000
1_14_2012-11-23,2000
1_14_2012-11-30,2000
1_14_2012-12-07,2000
1_14_2012-12-14,2000
1_14_2012-12-21,2000
1_14_2012-12-28,2000
1_14_2013-01-04,2000
1_14_2013-01-11,2000
1_14_2013-01-18,2000
1_14_2013-01-25,2000
1_14_2013-02-01,2000
1_14_2013-02-08,2000
1_14_2013-02-15,2000
1_14_2013-02-22,2000
1_14_2013-03-01,2000
1_14_2013-03-08,2000
1_14_2013-03-15,2000
1_14_2013-03-22,2000
1_14_2013-03-29,2000
1_14_2013-04-05,2000
1_14_2013-04-12,2000
1_14_2013-04-19,2000
1_14_2013-04-26,2000
1_14_2013-05-03,2000
1_14_2013-05-10,2000
1_14_2013-05-17,2000
1_14_2013-05-24,2000
1_14_2013-05-31,2000
1_14_2013-06-07,2000
1_14_2013-06-14,2000
1_14_2013-06-21,2000
1_14_2013-06-28,2000
1_14_2013-07-05,2000
1_14_2013-07-12,2000
1_14_2013-07-19,2000
1_14_2013-07-26,2000
1_16_2012-11-02,2000
1_16_2012-11-09,2000
1_16_2012-11-16,2000
1_16_2012-11-23,2000
1_16_2012-11-30,2000
1_16_2012-12-07,2000
1_16_2012-12-14,2000
1_16_2012-12-21,2000
1_16_2012-12-28,2000
1_16_2013-01-04,2000
1_16_2013-01-11,2000
1_16_2013-01-18,2000
1_16_2013-01-25,2000
1_16_2013-02-01,2000
1_16_2013-02-08,2000
1_16_2013-02-15,2000
1_16_2013-02-22,2000
1_16_2013-03-01,2000
1_16_2013-03-08,2000
1_16_2013-03-15,2000
1_16_2013-03-22,2000
1_16_2013-03-29,2000
1_16_2013-04-05,2000
1_16_2013-04-12,2000
1_16_2013-04-19,2000
1_16_2013-04-26,2000
1_16_2013-05-03,2000
1_16_2013-05-10,2000
1_16_2013-05-17,2000
1_16_2013-05-24,2000
1_16_2013-05-31,2000
1_16_2013-06-07,2000
1_16_2013-06-14,2000
1_16_2013-06-21,2000
1_16_2013-06-28,2000
1_16_2013-07-05,2000
1_16_2013-07-12,2000
1_16_2013-07-19,2000
1_16_2013-07-26,2000
1_17_2012-11-02,2000
1_17_2012-11-09,2000
1_17_2012-11-16,2000
1_17_2012-11-23,2000
1_17_2012-11-30,2000
1_17_2012-12-07,2000
1_17_2012-12-14,2000
1_17_2012-12-21,2000
1_17_2012-12-28,2000
1_17_2013-01-04,2000
1_17_2013-01-11,2000
1_17_2013-01-18,2000
1_17_2013-01-25,2000
1_17_2013-02-01,2000
1_17_2013-02-08,2000
1_17_2013-02-15,2000
1_17_2013-02-22,2000
1_17_2013-03-01,2000
1_17_2013-03-08,2000
1_17_2013-03-15,2000
1_17_2013-03-22,2000
1_17_2013-03-29,2000
1_17_2013-04-05,2000
1_17_2013-04-12,2000
1_17_2013-04-19,2000
1_17_2013-04-26,2000
1_17_2013-05-03,2000
1_17_2013-05-10,2000
1_17_2013-05-17,2000
1_17_2013-05-24,2000
1_17_2013-05-31,2000
1_17_2013-06-07,2000
1_17_2013-06-14,2000
1_17_2013-06-21,2000
1_17_2013-06-28,2000
1_17_2013-07-05,2000
1_17_2013-07-12,2000
1_17_2013-07-19,2000
1_17_2013-07-26,2000
1_18_2012-11-02,2000
1_18_2012-11-09,2000
1_18_2012-11-16,2000
1_18_2012-11-23,2000
1_18_2012-11-30,2000
1_18_2012-12-07,2000
1_18_2012-12-14,2000
1_18_2012-12-21,2000
1_18_2012-12-28,2000
1_18_2013-01-04,2000
1_18_2013-01-11,2000
1_18_2013-01-18,2000
1_18_2013-01-25,2000
1_18_2013-02-01,2000
1_18_2013-02-08,2000
1_18_2013-02-15,2000
1_18_2013-02-22,2000
1_18_2013-03-01,2000
1_18_2013-03-08,2000
1_18_2013-03-15,2000
1_18_2013-03-22,2000
1_18_2013-03-29,2000
1_18_2013-04-05,2000
1_18_2013-04-12,2000
1_18_2013-04-19,2000
1_18_2013-04-26,2000
1_18_2013-05-03,2000
1_18_2013-05-10,2000
1_18_2013-05-17,2000
1_18_2013-05-24,2000
1_18_2013-06-07,2000
1_18_2013-07-05,2000
1_19_2012-11-02,2000
1_19_2012-11-09,2000
1_19_2012-11-16,2000
1_19_2012-11-23,2000
1_19_2012-11-30,2000
1_19_2012-12-07,2000
1_19_2012-12-14,2000
1_19_2012-12-21,2000
1_19_2012-12-28,2000
1_19_2013-01-04,2000
1_19_2013-01-11,2000
1_19_2013-01-18,2000
1_19_2013-01-25,2000
1_19_2013-02-01,2000
1_19_2013-02-08,2000
1_19_2013-02-15,2000
1_19_2013-02-22,2000
1_19_2013-03-01,2000
1_19_2013-03-08,2000
1_19_2013-03-15,2000
1_19_2013-03-22,2000
1_19_2013-03-29,2000
1_19_2013-04-05,2000
1_19_2013-04-12,2000
1_19_2013-04-19,2000
1_19_2013-04-26,2000
1_19_2013-05-03,2000
1_19_2013-05-10,2000
1_19_2013-05-17,2000
1_19_2013-05-24,2000
1_19_2013-05-31,2000
1_19_2013-06-07,2000
1_19_2013-06-14,2000
1_19_2013-06-21,2000
1_19_2013-06-28,2000
1_19_2013-07-05,2000
1_19_2013-07-12,2000
1_19_2013-07-19,2000
1_19_2013-07-26,2000
1_20_2012-11-02,2000
1_20_2012-11-09,2000
1_20_2012-11-16,2000
1_20_2012-11-23,2000
1_20_2012-11-30,2000
1_20_2012-12-07,2000
1_20_2012-12-14,2000
1_20_2012-12-21,2000
1_20_2012-12-28,2000
1_20_2013-01-04,2000
1_20_2013-01-11,2000
1_20_2013-01-18,2000
1_20_2013-01-25,2000
1_20_2013-02-01,2000
1_20_2013-02-08,2000
1_20_2013-02-15,2000
1_20_2013-02-22,2000
1_20_2013-03-01,2000
1_20_2013-03-08,2000
1_20_2013-03-15,2000
1_20_2013-03-22,2000
1_20_2013-03-29,2000
1_20_2013-04-05,2000
1_20_2013-04-12,2000
1_20_2013-04-19,2000
1_20_2013-04-26,2000
1_20_2013-05-03,2000
1_20_2013-05-10,2000
1_20_2013-05-17,2000
1_20_2013-05-24,2000
1_20_2013-05-31,2000
1_20_2013-06-07,2000
1_20_2013-06-14,2000
1_20_2013-06-21,2000
1_20_2013-06-28,2000
1_20_2013-07-05,2000
1_20_2013-07-12,2000
1_20_2013-07-19,2000
1_20_2013-07-26,2000
1_21_2012-11-02,2000
1_21_2012-11-09,2000
1_21_2012-11-16,2000
1_21_2012-11-23,2000
1_21_2012-11-30,2000
1_21_2012-12-07,2000
1_21_2012-12-14,2000
1_21_2012-12-21,2000
1_21_2012-12-28,2000
1_21_2013-01-04,2000
1_21_2013-01-11,2000
1_21_2013-01-18,2000
1_21_2013-01-25,2000
1_21_2013-02-01,2000
1_21_2013-02-08,2000
1_21_2013-02-15,2000
1_21_2013-02-22,2000
1_21_2013-03-01,2000
1_21_2013-03-08,2000
1_21_2013-03-15,2000
1_21_2013-03-22,2000
1_21_2013-03-29,2000
1_21_2013-04-05,2000
1_21_2013-04-12,2000
1_21_2013-04-19,2000
1_21_2013-04-26,2000
1_21_2013-05-03,2000
1_21_2013-05-10,2000
1_21_2013-05-17,2000
1_21_2013-05-24,2000
1_21_2013-05-31,2000
1_21_2013-06-07,2000
1_21_2013-06-14,2000
1_21_2013-06-21,2000
1_21_2013-06-28,2000
1_21_2013-07-05,2000
1_21_2013-07-12,2000
1_21_2013-07-19,2000
1_21_2013-07-26,2000
1_22_2012-11-02,2000
1_22_2012-11-09,2000
1_22_2012-11-16,2000
1_22_2012-11-23,2000
1_22_2012-11-30,2000
1_22_2012-12-07,2000
1_22_2012-12-14,2000
1_22_2012-12-21,2000
1_22_2012-12-28,2000
1_22_2013-01-04,2000
1_22_2013-01-11,2000
1_22_2013-01-18,2000
1_22_2013-01-25,2000
1_22_2013-02-01,2000
1_22_2013-02-08,2000
1_22_2013-02-15,2000
1_22_2013-02-22,2000
1_22_2013-03-01,2000
1_22_2013-03-08,2000
1_22_2013-03-15,2000
1_22_2013-03-22,2000
1_22_2013-03-29,2000
1_22_2013-04-05,2000
1_22_2013-04-12,2000
1_22_2013-04-19,2000
1_22_2013-04-26,2000
1_22_2013-05-03,2000
1_22_2013-05-10,2000
1_22_2013-05-17,2000
1_22_2013-05-24,2000
1_22_2013-05-31,2000
1_22_2013-06-07,2000
1_22_2013-06-14,2000
1_22_2013-06-21,2000
1_22_2013-06-28,2000
1_22_2013-07-05,2000
1_22_2013-07-12,2000
1_22_2013-07-19,2000
1_22_2013-07-26,2000
1_23_2012-11-02,2000
1_23_2012-11-09,2000
1_23_2012-11-16,2000
1_23_2012-11-23,2000
1_23_2012-11-30,2000
1_23_2012-12-07,2000
1_23_2012-12-14,2000
1_23_2012-12-21,2000
1_23_2012-12-28,2000
1_23_2013-01-04,2000
1_23_2013-01-11,2000
1_23_2013-01-18,2000
1_23_2013-01-25,2000
1_23_2013-02-01,2000
1_23_2013-02-08,2000
1_23_2013-02-15,2000
1_23_2013-02-22,2000
1_23_2013-03-01,2000
1_23_2013-03-08,2000
1_23_2013-03-15,2000
1_23_2013-03-22,2000
1_23_2013-03-29,2000
1_23_2013-04-05,2000
1_23_2013-04-12,2000
1_23_2013-04-19,2000
1_23_2013-04-26,2000
1_23_2013-05-03,2000
1_23_2013-05-10,2000
1_23_2013-05-17,2000
1_23_2013-05-24,2000
1_23_2013-05-31,2000
1_23_2013-06-07,2000
1_23_2013-06-14,2000
1_23_2013-06-21,2000
1_23_2013-06-28,2000
1_23_2013-07-05,2000
1_23_2013-07-12,2000
1_23_2013-07-19,2000
1_23_2013-07-26,2000
1_24_2012-11-02,2000
1_24_2012-11-09,2000
1_24_2012-11-16,2000
1_24_2012-11-23,2000
1_24_2012-11-30,2000
1_24_2012-12-07,2000
1_24_2012-12-14,2000
1_24_2012-12-21,2000
1_24_2012-12-28,2000
1_24_2013-01-04,2000
1_24_2013-01-11,2000
1_24_2013-01-18,2000
1_24_2013-01-25,2000
1_24_2013-02-01,2000
1_24_2013-02-08,2000
1_24_2013-02-15,2000
1_24_2013-02-22,2000
1_24_2013-03-01,2000
1_24_2013-03-08,2000
1_24_2013-03-15,2000
1_24_2013-03-22,2000
1_24_2013-03-29,2000
1_24_2013-04-05,2000
1_24_2013-04-12,2000
1_24_2013-04-19,2000
1_24_2013-04-26,2000
1_24_2013-05-03,2000
1_24_2013-05-10,2000
1_24_2013-05-17,2000
1_24_2013-05-24,2000
1_24_2013-05-31,2000
1_24_2013-06-07,2000
1_24_2013-06-14,2000
1_24_2013-06-21,2000
1_24_2013-06-28,2000
1_24_2013-07-05,2000
1_24_2013-07-12,2000
1_24_2013-07-19,2000
1_24_2013-07-26,2000
1_25_2012-11-02,2000
1_25_2012-11-09,2000
1_25_2012-11-16,2000
1_25_2012-11-23,2000
1_25_2012-11-30,2000
1_25_2012-12-07,2000
1_25_2012-12-14,2000
1_25_2012-12-21,2000
1_25_2012-12-28,2000
1_25_2013-01-04,2000
1_25_2013-01-11,2000
1_25_2013-01-18,2000
1_25_2013-01-25,2000
1_25_2013-02-01,2000
1_25_2013-02-08,2000
1_25_2013-02-15,2000
1_25_2013-02-22,2000
1_25_2013-03-01,2000
1_25_2013-03-08,2000
1_25_2013-03-15,2000
1_25_2013-03-22,2000
1_25_2013-03-29,2000
1_25_2013-04-05,2000
1_25_2013-04-12,2000
1_25_2013-04-19,2000
1_25_2013-04-26,2000
1_25_2013-05-03,2000
1_25_2013-05-10,2000
1_25_2013-05-17,2000
1_25_2013-05-24,2000
1_25_2013-05-31,2000
1_25_2013-06-07,2000
1_25_2013-06-14,2000
1_25_2013-06-21,2000
1_25_2013-06-28,2000
1_25_2013-07-05,2000
1_25_2013-07-12,2000
1_25_2013-07-19,2000
1_25_2013-07-26,2000
1_26_2012-11-02,2000
1_26_2012-11-09,2000
1_26_2012-11-16,2000
1_26_2012-11-23,2000
1_26_2012-11-30,2000
1_26_2012-12-07,2000
1_26_2012-12-14,2000
1_26_2012-12-21,2000
1_26_2012-12-28,2000
1_26_2013-01-04,2000
1_26_2013-01-11,2000
1_26_2013-01-18,2000
1_26_2013-01-25,2000
1_26_2013-02-01,2000
1_26_2013-02-08,2000
1_26_2013-02-15,2000
1_26_2013-02-22,2000
1_26_2013-03-01,2000
1_26_2013-03-08,2000
1_26_2013-03-15,2000
1_26_2013-03-22,2000
1_26_2013-03-29,2000
1_26_2013-04-05,2000
1_26_2013-04-12,2000
1_26_2013-04-19,2000
1_26_2013-04-26,2000
1_26_2013-05-03,2000
1_26_2013-05-10,2000
1_26_2013-05-17,2000
1_26_2013-05-24,2000
1_26_2013-05-31,2000
1_26_2013-06-07,2000
1_26_2013-06-14,2000
1_26_2013-06-21,2000
1_26_2013-06-28,2000
1_26_2013-07-05,2000
1_26_2013-07-12,2000
1_26_2013-07-19,2000
1_26_2013-07-26,2000
1_27_2012-11-02,2000
1_27_2012-11-09,2000
1_27_2012-11-16,2000
1_27_2012-11-23,2000
1_27_2012-11-30,2000
1_27_2012-12-07,2000
1_27_2012-12-14,2000
1_27_2012-12-21,2000
1_27_2012-12-28,2000
1_27_2013-01-04,2000
1_27_2013-01-11,2000
1_27_2013-01-18,2000
1_27_2013-01-25,2000
1_27_2013-02-01,2000
1_27_2013-02-08,2000
1_27_2013-02-15,2000
1_27_2013-02-22,2000
1_27_2013-03-01,2000
1_27_2013-03-08,2000
1_27_2013-03-15,2000
1_27_2013-03-22,2000
1_27_2013-03-29,2000
1_27_2013-04-05,2000
1_27_2013-04-12,2000
1_27_2013-04-19,2000
1_27_2013-04-26,2000
1_27_2013-05-03,2000
1_27_2013-05-10,2000
1_27_2013-05-17,2000
1_27_2013-05-24,2000
